Laptop_ID,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price (LKR)
LNK-5618,MSI Cyborg 15,Refurbished,MSI,Cyborg 15,AMD Ryzen 3 7320U,16GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,136500
LNK-5619,Acer TravelMate P2,Refurbished,Acer,TravelMate P2,AMD Ryzen 3 7320U,16GB,2TB,SSD SATA,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,137000
LNK-5620,Acer Predator Helios 16,Refurbished,Acer,Predator Helios 16,Intel Core i7-14700HX,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",Yes,676000
LNK-5621,Lenovo ThinkPad E14,New,Lenovo,ThinkPad E14,AMD Ryzen 9 7945HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"13.3"" FHD",No,659000
LNK-5622,Gigabyte G5 KF,Used,Gigabyte,G5 KF,AMD Ryzen 5 7640HS,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,100000
LNK-5623,Apple MacBook Air M1,Refurbished,Apple,MacBook Air M1,Apple M3 Pro (11-core),16GB,1TB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,311000
LNK-5624,MSI Raider GE78,New,MSI,Raider GE78,Intel Core i9-14900HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" QHD 120Hz",No,895500
LNK-5625,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,AMD Ryzen 7 7840HS,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"15.6"" FHD 144Hz",No,390000
LNK-5626,Microsoft Surface Pro 9,Refurbished,Microsoft,Surface Pro 9,Intel Core i5-13420H,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",Yes,175000
LNK-5627,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,Intel Core i5-1235U,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,106500
LNK-5628,Lenovo ThinkPad X1 Carbon,Used,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 9 7945HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",Yes,243500
LNK-5629,Dell XPS 13,Used,Dell,XPS 13,AMD Ryzen 5 7520U,32GB,256GB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,94000
LNK-5630,Dell XPS 13,New,Dell,XPS 13,Intel Core i5-1235U,16GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,177000
LNK-5631,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,Intel Core i5-13420H,8GB,256GB,SSD NVMe,Intel Graphics,"17.3"" QHD 240Hz",No,112000
LNK-5632,Lenovo LOQ 15,Used,Lenovo,LOQ 15,AMD Ryzen 7 7840HS,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,149500
LNK-5633,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,AMD Ryzen 5 7640HS,8GB,1TB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,168500
LNK-5634,MSI Katana 17,New,MSI,Katana 17,AMD Ryzen 3 7320U,32GB,1TB,eMMC,NVIDIA GeForce RTX 2050,"16.0"" WQXGA 165Hz",No,163500
LNK-5635,MSI Cyborg 15,New,MSI,Cyborg 15,AMD Ryzen 5 7640HS,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,175000
LNK-5636,HP OMEN 16,Used,HP,OMEN 16,AMD Ryzen 7 7840HS,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"14.0"" FHD",Yes,194500
LNK-5637,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,Intel Core i9-14900HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,453500
LNK-5638,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,Intel Core Ultra 5 125H,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,159500
LNK-5639,Acer Swift Go 14,Refurbished,Acer,Swift Go 14,Intel Core i5-1235U,32GB,1TB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,171000
LNK-5640,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core i3-1215U,16GB,1TB,eMMC,AMD Radeon Graphics,"14.0"" FHD",No,75500
LNK-5641,MSI Modern 14,New,MSI,Modern 14,AMD Ryzen 7 7730U,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,222000
LNK-5642,MSI Cyborg 15,New,MSI,Cyborg 15,Intel Core Ultra 5 125H,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,207500
LNK-5643,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,AMD Ryzen 3 7320U,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,72500
LNK-5644,Apple MacBook Pro M3 Max,Refurbished,Apple,MacBook Pro M3 Max,Apple M1 (8-core),16GB,256GB,SSD NVMe,Apple M1 Integrated,"14.0"" QHD 120Hz",No,188000
LNK-5645,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,AMD Ryzen 5 7520U,8GB,2TB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,107500
LNK-5646,HP Victus 16,Refurbished,HP,Victus 16,Intel Core Ultra 7 155H,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 144Hz",No,309000
LNK-5647,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,Intel Core i5-1235U,8GB,256GB,SSD NVMe,Intel Graphics,"14.0"" FHD",No,77000
LNK-5648,Apple MacBook Pro M3,New,Apple,MacBook Pro M3,Apple M1 (8-core),16GB,256GB,SSD NVMe,Apple M1 Integrated,"13.3"" FHD",No,247000
LNK-5649,ASUS ZenBook 14,Refurbished,ASUS,ZenBook 14,AMD Ryzen 5 7640HS,8GB,512GB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,113000
LNK-5650,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,Intel Core i7-14700HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"13.3"" FHD",Yes,307500
LNK-5651,Lenovo ThinkPad X1 Carbon,Refurbished,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 5 125H,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,212000
LNK-5652,HP Victus 16,Used,HP,Victus 16,Intel Core i7-14700HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"17.3"" QHD 240Hz",No,350000
LNK-5653,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core Ultra 5 125H,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,177500
LNK-5654,ASUS ExpertBook B1,Used,ASUS,ExpertBook B1,Intel Core Ultra 7 155H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4050,"13.3"" FHD",No,253500
LNK-5655,HP Envy x360,New,HP,Envy x360,Intel Core i5-13420H,32GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,207500
LNK-5656,ASUS TUF Gaming A15,Refurbished,ASUS,TUF Gaming A15,AMD Ryzen 3 7320U,64GB,2TB,eMMC,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,196500
LNK-5657,Lenovo ThinkPad X1 Carbon,Used,Lenovo,ThinkPad X1 Carbon,Intel Core i3-1215U,8GB,256GB,eMMC,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,79500
LNK-5658,Lenovo ThinkPad E14,Refurbished,Lenovo,ThinkPad E14,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,98000
LNK-5659,HP Envy x360,Used,HP,Envy x360,Intel Core i5-1235U,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,105000
LNK-5660,ASUS Vivobook 15,Used,ASUS,Vivobook 15,Intel Core i7-13620H,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 144Hz",No,186500
LNK-5661,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,Intel Core i3-1215U,64GB,512GB,eMMC,AMD Radeon Graphics,"14.0"" FHD",No,206000
LNK-5662,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,Intel Core i7-13700H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 144Hz",Yes,236000
LNK-5663,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,AMD Ryzen 9 7945HX,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,417500
LNK-5664,Lenovo Yoga 7i,Refurbished,Lenovo,Yoga 7i,Intel Core i7-13700H,8GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,140500
LNK-5665,Acer Aspire 3,Refurbished,Acer,Aspire 3,Intel Core i7-14700HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"13.3"" FHD",Yes,564500
LNK-5666,MSI Prestige 14,Used,MSI,Prestige 14,AMD Ryzen 5 7640HS,16GB,2TB,SSD NVMe,Intel Graphics,"14.0"" FHD",No,132000
LNK-5667,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,AMD Ryzen 5 7520U,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,190500
LNK-5668,HP EliteBook 840,New,HP,EliteBook 840,AMD Ryzen 7 7730U,32GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,355500
LNK-5669,HP ProBook 450,Refurbished,HP,ProBook 450,AMD Ryzen 5 5500U,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,238500
LNK-5670,HP Pavilion 15,New,HP,Pavilion 15,Intel Core i7-13700H,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" FHD",No,338000
LNK-5671,Apple MacBook Pro M3,Used,Apple,MacBook Pro M3,Apple M3 Max (14-core),32GB,2TB,SSD NVMe,Apple M3 Max Integrated,"16.0"" WQXGA 165Hz",No,244000
LNK-5672,Microsoft Surface Laptop 5,Refurbished,Microsoft,Surface Laptop 5,Intel Core i7-14700HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" WQXGA 165Hz",No,327000
LNK-5673,Apple MacBook Air M1,Used,Apple,MacBook Air M1,Apple M2 (8-core),8GB,512GB,SSD NVMe,Apple M2 Integrated,"16.0"" WQXGA 165Hz",No,167000
LNK-5674,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,Intel Core i5-1235U,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,215500
LNK-5675,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,Intel Core i3-1215U,32GB,512GB,SSD SATA,Intel Graphics,"14.0"" QHD 120Hz",No,164000
LNK-5676,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,Intel Core i9-14900HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"13.3"" FHD",Yes,587000
LNK-5677,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,Intel Core i9-14900HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"13.3"" FHD",Yes,327000
LNK-5678,MSI Katana 17,Used,MSI,Katana 17,AMD Ryzen 3 7320U,8GB,256GB,SSD SATA,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,54000
LNK-5679,Dell Alienware m16,Refurbished,Dell,Alienware m16,AMD Ryzen 7 7840HS,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,213500
LNK-5680,Dell Vostro 3520,Refurbished,Dell,Vostro 3520,Intel Core i3-1215U,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,164000
LNK-5681,HP OMEN 16,New,HP,OMEN 16,AMD Ryzen 7 7730U,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,261000
LNK-5682,MSI Thin 15,Refurbished,MSI,Thin 15,Intel Core i9-14900HX,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"17.3"" QHD 240Hz",No,699500
LNK-5683,Gigabyte Aorus 15,New,Gigabyte,Aorus 15,AMD Ryzen 7 7730U,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,236000
LNK-5684,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 7 7840HS,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,169000
LNK-5685,Gigabyte Aorus 15,New,Gigabyte,Aorus 15,AMD Ryzen 5 7520U,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,198500
LNK-5686,Acer Swift Go 14,New,Acer,Swift Go 14,AMD Ryzen 5 7640HS,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,270000
LNK-5687,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 7 7840HS,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,253500
LNK-5688,ASUS ZenBook 14,New,ASUS,ZenBook 14,Intel Core Ultra 7 155H,32GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,349000
LNK-5689,HP Spectre x360,New,HP,Spectre x360,AMD Ryzen 3 7320U,64GB,512GB,SSD SATA,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",Yes,287500
LNK-5690,Gigabyte G5 KF,New,Gigabyte,G5 KF,AMD Ryzen 7 7730U,16GB,2TB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",Yes,287500
LNK-5691,Apple MacBook Air M3,Refurbished,Apple,MacBook Air M3,Apple M3 Pro (11-core),16GB,1TB,SSD NVMe,Apple M3 Pro Integrated,"13.3"" FHD",No,311500
LNK-5692,Dell Alienware m16,New,Dell,Alienware m16,Intel Core i5-1235U,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,245000
LNK-5693,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,Intel Core i9-14900HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"13.3"" FHD",No,433000
LNK-5694,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,Intel Core Ultra 7 155H,64GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,223000
LNK-5695,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,Intel Core i5-13420H,8GB,512GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",Yes,218000
LNK-5696,MSI Cyborg 15,New,MSI,Cyborg 15,Intel Core i5-1235U,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,161000
LNK-5697,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,101000
LNK-5698,Apple MacBook Pro M2 Pro,Refurbished,Apple,MacBook Pro M2 Pro,Apple M2 (8-core),8GB,512GB,SSD NVMe,Apple M2 Integrated,"16.0"" WQXGA 165Hz",No,215500
LNK-5699,Dell G15 Gaming,Refurbished,Dell,G15 Gaming,AMD Ryzen 7 7730U,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,166000
LNK-5700,Dell Alienware m16,Used,Dell,Alienware m16,Intel Core i9-14900HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",Yes,288000
LNK-5701,MSI Raider GE78,Used,MSI,Raider GE78,Intel Core i3-1215U,64GB,512GB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,108500
LNK-5702,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,Intel Core Ultra 5 125H,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,393000
LNK-5703,Acer Predator Helios 16,Refurbished,Acer,Predator Helios 16,AMD Ryzen 5 5500U,16GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,126500
LNK-5704,Acer Aspire 5,Refurbished,Acer,Aspire 5,Intel Core i5-1235U,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,244500
LNK-5705,MSI Katana 17,Used,MSI,Katana 17,AMD Ryzen 5 5500U,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,153000
LNK-5706,Microsoft Surface Laptop 5,Refurbished,Microsoft,Surface Laptop 5,Intel Core i7-13700H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" UHD+ OLED",Yes,431000
LNK-5707,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,AMD Ryzen 5 7520U,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",Yes,132500
LNK-5708,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,Intel Core i7-13620H,8GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,242500
LNK-5709,HP Spectre x360,Refurbished,HP,Spectre x360,AMD Ryzen 9 7945HX,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"17.3"" QHD 240Hz",No,595000
LNK-5710,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,Intel Core i5-13420H,8GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",Yes,98500
LNK-5711,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,AMD Ryzen 7 7730U,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",Yes,364500
LNK-5712,ASUS ExpertBook B1,Refurbished,ASUS,ExpertBook B1,AMD Ryzen 9 7945HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,421000
LNK-5713,Acer Predator Helios 16,Refurbished,Acer,Predator Helios 16,Intel Core i5-13420H,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,188000
LNK-5714,Acer Aspire 3,Used,Acer,Aspire 3,Intel Core Ultra 5 125H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,159000
LNK-5715,MSI Raider GE78,Used,MSI,Raider GE78,AMD Ryzen 7 7730U,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,158500
LNK-5716,HP Victus 16,New,HP,Victus 16,AMD Ryzen 5 7520U,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,225000
LNK-5717,Dell XPS 13,Refurbished,Dell,XPS 13,AMD Ryzen 3 7320U,8GB,512GB,SSD SATA,NVIDIA GeForce RTX 2050,"16.0"" WQXGA 165Hz",No,84500
LNK-5718,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,AMD Ryzen 9 7945HX,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"14.0"" FHD",No,390000
LNK-5719,Dell Inspiron 15,New,Dell,Inspiron 15,Intel Core i7-14700HX,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,460000
LNK-5720,ASUS ROG Strix G16,New,ASUS,ROG Strix G16,Intel Core Ultra 7 155H,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 144Hz",No,283000
LNK-5721,Apple MacBook Air M3,Refurbished,Apple,MacBook Air M3,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,285500
LNK-5722,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,Intel Core i7-14700HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,218500
LNK-5723,HP OMEN 16,Used,HP,OMEN 16,Intel Core Ultra 5 125H,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,184500
LNK-5724,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,Intel Core i3-1215U,32GB,2TB,eMMC,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",Yes,121500
LNK-5725,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core Ultra 7 155H,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"17.3"" QHD 240Hz",Yes,287000
LNK-5726,Dell XPS 15,Refurbished,Dell,XPS 15,AMD Ryzen 5 7640HS,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,159500
LNK-5727,ASUS ROG Zephyrus G14,Refurbished,ASUS,ROG Zephyrus G14,AMD Ryzen 7 7840HS,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,151500
LNK-5728,MSI Raider GE78,Refurbished,MSI,Raider GE78,AMD Ryzen 9 7945HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 144Hz",No,520500
LNK-5729,Lenovo IdeaPad Slim 3,New,Lenovo,IdeaPad Slim 3,Intel Core Ultra 7 155H,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,299000
LNK-5730,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core i5-13420H,8GB,512GB,SSD NVMe,Intel Graphics,"13.3"" FHD",Yes,106000
LNK-5731,HP Spectre x360,Used,HP,Spectre x360,Intel Core i7-13620H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"15.6"" FHD 60Hz",No,171500
LNK-5732,ASUS TUF Gaming A15,Refurbished,ASUS,TUF Gaming A15,Intel Core i7-13620H,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 60Hz",No,291000
LNK-5733,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,AMD Ryzen 9 7945HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"13.3"" FHD",No,586000
LNK-5734,Dell Vostro 3520,Refurbished,Dell,Vostro 3520,Intel Core i3-1215U,64GB,512GB,SSD SATA,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,151500
LNK-5735,Acer Swift Go 14,Refurbished,Acer,Swift Go 14,AMD Ryzen 7 7730U,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,198000
LNK-5736,Dell XPS 13,New,Dell,XPS 13,AMD Ryzen 5 7520U,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,244000
LNK-5737,ASUS ExpertBook B1,Refurbished,ASUS,ExpertBook B1,AMD Ryzen 5 5500U,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,148000
LNK-5738,Apple MacBook Pro M3 Max,Used,Apple,MacBook Pro M3 Max,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"13.3"" FHD",No,196000
LNK-5739,HP Envy x360,Used,HP,Envy x360,Intel Core i5-13420H,16GB,1TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",Yes,122500
LNK-5740,ASUS Vivobook 15,Used,ASUS,Vivobook 15,Intel Core i7-13620H,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" WQXGA 165Hz",No,191500
LNK-5741,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,AMD Ryzen 9 7945HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" WQXGA 165Hz",No,510500
LNK-5742,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,AMD Ryzen 7 7840HS,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"14.0"" FHD",No,168500
LNK-5743,MSI Modern 14,Refurbished,MSI,Modern 14,Intel Core i9-14900HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 144Hz",No,357500
LNK-5744,Apple MacBook Pro M3 Max,Used,Apple,MacBook Pro M3 Max,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"16.0"" WQXGA 165Hz",No,218000
LNK-5745,MSI Modern 14,Refurbished,MSI,Modern 14,AMD Ryzen 5 7520U,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,117000
LNK-5746,Apple MacBook Pro M3 Max,Used,Apple,MacBook Pro M3 Max,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,193000
LNK-5747,Dell Vostro 3520,Refurbished,Dell,Vostro 3520,AMD Ryzen 5 7520U,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,114000
LNK-5748,Dell Inspiron 15,Used,Dell,Inspiron 15,Intel Core i3-1215U,16GB,512GB,eMMC,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,71500
LNK-5749,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,Intel Core Ultra 5 125H,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,265500
LNK-5750,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core i7-13620H,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 60Hz",No,228500
LNK-5751,Lenovo LOQ 15,Refurbished,Lenovo,LOQ 15,Intel Core i3-1215U,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",Yes,112500
LNK-5752,ASUS ROG Zephyrus G14,New,ASUS,ROG Zephyrus G14,Intel Core i7-14700HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",Yes,509500
LNK-5753,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 5 7520U,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,127500
LNK-5754,HP EliteBook 840,Refurbished,HP,EliteBook 840,Intel Core i7-13620H,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",No,259500
LNK-5755,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core i7-13620H,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"13.3"" FHD",No,198000
